set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4;
param V:= 4;
param cp:= 400;
param dm:= 5.0;
param o:=
0 0
1 10
2 7
3 13
4 19
5 26
6 3
7 5
8 9
9 16
10 16
11 12
12 19
13 23
14 20
15 8
16 19
17 2
18 12
19 17
20 9
21 11
22 18
23 29
24 3
25 6
26 17
27 16
28 16
29 9
30 21
31 27
32 23
33 11
34 14
35 8
36 5
37 8
38 16
39 31
40 9
41 5
42 5
43 7
44 18
45 16
46 1
47 27
48 36
49 30
50 13
51 10
52 9
53 14
54 18
55 2
56 6
57 7
58 18
59 28
60 3
61 13
62 19
63 10
64 9
65 20
66 25
67 25
68 36
69 6
70 5
71 15
72 25
73 9
74 8
75 18
76 13
77 14
78 3
79 23
80 6
81 26
82 16
83 11
84 7
85 41
86 35
87 26
88 9
89 15
90 3
91 1
92 2
93 22
94 27
95 20
96 11
97 12
98 10
99 9
100 17
;
param c[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100:=
0 0 4 5 6 14 7 3 6 7259 14 28 12 8 3071 11 8376 10 8376 4 10 14 5026 15 13 8 37 3 6 1675 9 9 9 19 8666 26 14804 11448 5863 47 12 12 16 6980 12 10 9 10 11 30 13 5 12 4 1117 25 10 9 26 3 6 6 6980 28 9493 51 22 14 24 7 4 6 14082 6143 7 7 8 17 21 22 6980 7 9749 7 12 13 6 11 6 5305 3 18 14 20 6 3350 8 8 6 23 5 7 
1 4 0 14 5055 9 14 13 8 11193 8 7 9 23 7 17 20 15 14 9 10110 7 6 9 41 19 8216 5305 3 4 9 4 4 9 4333 8666 11 14443 12638 40 10 6701 30 18 17693 16609 14 56 11915 20 14082 4 17 5416 6 11 8 9 17 13 23 10110 17 27 9 14 13 11 11324 8 2 3 9 29 28 7994 34 4 5 29 23 6860 20 10 10 49 12999 17 48 7 6 7222 14 24 11915 15 21 12 12 12638 11193 27 
2 5 14 0 9 4441 6 4 12999 10 16971 16 36 6422 3 12 12 6980 14 7 34 17693 3 2665 10 9493 7 4 6422 22 42 16 16 19 14082 35 19859 24 5 8935 6 3 3 11 4 27 7772 10 68 30 42 10 17 10 5 28 8 3997 1110 5 4188 11 27 15 38 91 23470 20581 7550 10 11 56 19859 11 2 3 4 7818 8655 16 12 10 15 7994 7 7 21 8655 2 12999 22 23 22 3630 5026 7 7 5 2792 4467 6 9 
3 6 5055 9 0 6 9 12 13 9992 11 10471 29 12 10 15 52 28 11546 7772 30 10 6 8 10 5 6 5026 5584 4467 2513 8 18 45 10 20 15 19859 15 22 8 8 14 50 14519 14798 11 15 69 19 19 2234 10 10110 8 4467 20 29 14 15 22 17 13123 11915 14 20 14 11 9 3 6 30 10 8 7 29 8 3 558 3250 838 2234 6 18 9104 13 50 64 42 42 8 23 13 11168 23 9493 11 10 10610 12006 14 12564 
4 14 9 4441 6 0 11 11 10214 12 58 12 16 3331 8 36 8 40 22 8882 16 16609 4 3109 3 5 3 3909 7818 6143 5107 9 8882 13 12 12999 16 18 8 11546 1998 17 3997 7 16 10 13 15 26 46 30 6 13721 8 12 2 2 2 11 21 7550 8882 11 22 12 15321 20581 24 5 4 7 8882 19 2 3 3 9 6 20 46 6217 3775 15 10658 9770 40 10 23 5995 9548 9 12 8882 7328 9 8097 27 7 8 16 8 8216 
5 7 14 6 9 11 0 2792 14 12 72 11915 9 7772 5 7 7 3071 2 3 7 16609 6883 7994 21 22 12 17 7 29 44 14082 12 62 15526 40 24 28 3 7 12 6980 31 4441 12 6 3 5 6 4885 11 8 20 8 8 9326 21 9326 5329 23 2 2 2 42 14 10 24 19498 16 9 10 15 22 8 9 9 8438 7994 36 20 40 36 17 5 2 4 2234 4 15 8666 13 16 6 6 1675 12 12 8 3630 2513 7 3350 
6 3 13 4 12 11 2792 0 6 11 61 8376 10 28 2 6143 7 6 11 6 17 16 8 9 10889 12 13 7 5 6 11168 9214 6 11 12638 34 23 10 3071 11 22 8 8 5026 8 6 11 9 8655 6980 11727 7539 12999 4 7 10 13 9214 11 4 2 2 4 10 11 54 21303 17693 17 36 6 9 17693 8 8 8 17 7 17 15165 40 17 15 11 7 8 4 6701 3 12 2 10331 5 2 2513 838 2 1 2513 3 2 3630 
7 6 8 12999 13 10214 14 6 0 4333 12999 20 22 13 9 16 16609 11 18 4 4 10471 35 10436 12657 19 13 9 20 27 20 7944 4 35 48 18 65 7222 10832 34 12 8935 22 15 19 13360 8 7 4694 10 32 19 10832 13 28 15165 22 11 14082 9 9 5777 11 3 8 9749 17693 13360 18 27 6138 13 15 9548 18 9992 11 10832 48 15 17 27 12638 2 6 8 13 12638 13 2 6 7 11193 10110 10 6422 38 33 10471 12 8666 23 
8 7259 11193 10 9992 12 12 11 4333 0 35 10 5 18 9 18 9 6 4 3 15 15 10 21 12879 14 52 41 7 9 12 12277 9 12999 31 81 82 5 9 11 12879 19 13 15 19 10 5 2 2887 1998 6 16 14804 6138 8 22 16 11769 17 10 6 2443 6 29 45 15 90 22 30 41 10 10471 24 12 19 11 22 8660 9548 18 21 10 21 1 2 3 12 28 6661 6 4747 14 8 7 5584 6143 27 5584 15 7 6 8 
9 14 8 16971 11 58 72 61 12999 35 0 11 16 10 16 23109 43 87 20942 18 14443 5 19 18054 25 9 19 11193 10 12 7222 7 9027 7583 12 8 4 24 19137 26720 17332 13721 78 23 29 22748 19137 19 19 30 17693 11 4 13 49 12 17 22 24 17 17693 21 20 22 42 19 6499 10 20220 30 16 6 3 15887 64 68 18 6 6138 5 4333 33 3 30 68 19 78 23831 17693 12 14 11 82 18 20 15526 18 66 71 19 17332 22 
10 28 7 16 10471 12 11915 8376 20 10 11 0 4 11554 10 23 40 20 18 16 5416 11 19 11546 13323 15526 24 10 7 6980 55 14 4 3611 35 16 15 10 59 21665 12435 11 39 35 21 35 12 12 10 7 10 15 6860 25 8097 59 14 11769 17332 9 17 21 58 2 3250 9 12999 8 18 12 5055 2889 10110 42 9992 22 46 9388 10110 12 13 12277 10 9 10110 25 14 17693 17 6 14 3 15526 27 17 9214 13 11915 16 58 14 31 
11 12 9 36 29 16 9 10 22 5 16 4 0 19 14 19 22 12844 9 5551 10 9027 13 13323 31 19 17 12 10 39 20 7222 12 22 12638 16609 15526 7 16 21 59 25 28 24 45 57 6661 7 5 6 20 12 10471 17 12 18 53 55 19498 15 11 28 11 4 4 5 62 22 21 15887 8666 6860 53 15 11769 16 27 13360 16 15526 14 16248 52 3997 6217 9 48 13681 16971 20 17 8 14 48 11448 42 46 11 14 12285 44 52 
12 8 23 6422 12 3331 7772 28 13 18 10 11554 19 0 6 48 40 47 20 6661 31 12 13 6 7 4188 4663 4 4188 3 4188 9 11 17 12 36 23 19 9 30 6 4 32 38 11448 15 20 11 16609 16 22 3 17 10 3630 2513 3775 6 32 4 35 15 14 14 59 19 19 27 15 2 6138 11 11915 4 16 10 21 1954 2234 7 3909 7 9 8216 9 35 20 13681 8 10471 7 27 21 34 9 8 8 9 16 38 8655 11 
13 3071 7 3 10 8 5 2 9 9 16 10 14 6 0 5863 5584 5584 8 10 42 30 8 12 9 10 20 4188 4188 18 11 10 7539 14 16 21 23 25 12 18 10 2792 12 5 26 23 30 11 11 35 14 15 15 6 3 7539 9214 7259 4 2 2513 5 5026 37 12285 17 22 18415 11727 8 6 8655 20 21 9 6 6 9 9 19 10 8 13721 29 22 6 3909 7 2 15 11 13 18 2 3 1117 1 3 1675 3071 2792 7 
14 11 17 12 15 36 7 6143 16 18 23109 23 19 48 5863 0 4188 12 8 8376 14 28 6883 6661 11 61 11 10 10 41 16 22 15887 90 20220 24192 105 14240 3 3 12 8 9 10 11 6 8097 11168 13 15 18 27 26 25 17 12844 14 11 19 7259 5 27 3909 22 27 75 37 25636 13 17 62 36 28 7 6 14 7550 26 13960 90 17 55 21303 41 8 7 4 4 4188 17 9 21303 3 4 5 22 4747 5 3909 3 6 3 
15 8376 20 12 52 8 7 7 16609 9 43 40 22 40 5584 4188 0 9 10 16 21 22026 5 4 11 26 8 8097 10 12 16 19859 19 23109 38 22026 24553 22 6 7 27 8 2665 8 1554 23 8882 45 19859 18 97 12564 40 27 9 11 8 6 1554 6 6 28 7259 77 29 29 113 32 8 13 17 18415 25 6 16 4 4 46 12 40 14 13 25 11 16 7106 6143 8097 2887 21 8 90 6 5026 7 6143 6 7 4 6 7 9 
16 10 15 6980 28 40 3071 6 11 6 87 20 12844 47 5584 12 9 0 3071 25 11168 21 7772 10 12 16 49 10 8935 10 16 18054 55 79 77 23470 100 22 6 17 12 9 11 6 5863 2 20 16 13 8935 27 12564 78 10110 32 13 24 10 26 29 3 8 1 18 37 32 56 23470 12879 17 14 32 24 8216 30 16 18 15 15 43 15077 13681 22 30 6 12 1675 7 5026 13 5863 23 2 3350 2234 4747 5 7 5 5 4 2 
17 8376 14 14 11546 22 2 11 18 4 20942 18 9 20 8 8 10 3071 0 3997 9 21 10 39 14 13323 13323 11 10 20 17 17 25 18 21 29 24192 8 5 6980 13 10 12 5773 7 5 2 16 12 6 34 9992 23 18 36 46 26 11324 8 17 5 5 3 24 15887 43 53 22 18 11 16 16 23109 20 11 11 10 20 12 27 24 11324 25 4219 2 3 7 3 6 14 12 65 3909 5026 3909 7 5584 4747 5863 6 4188 9 
18 4 9 7 7772 8882 3 6 4 3 18 16 5551 6661 10 8376 16 25 3997 0 18 12638 7 9 10880 40 11 7 4 23 39 10110 5777 12 25 34 22 23 6 13 12 28 8660 6 9 7539 3109 5 18 4 7 12 49 3 11 8438 13 10 6661 12 4 1332 9 13 10471 8 19859 19 13 10 6499 8 21 9 7 8216 9104 26 7 15165 9 7994 13360 4 1332 3 5026 15 5107 4694 4 42 12 6 9 4 18 3630 5305 5305 4 6143 
19 10 10110 34 30 16 7 17 4 15 14443 5416 10 31 42 14 21 11168 9 18 0 14 44 14 15 19859 28 23 7818 11 38 10 6 8 27 20 17 5 12 61 18 48 24 17 21 12844 6 5 12 12 5 14 14 8 40 38 27 13545 18 10889 13 12 20 4 22 7 18 12999 16654 21 18 9 61 24 14 25 13 14 59 16609 62 21 29 12 6 7 21 12006 62 19 15 8 11448 12 11 9 10331 9214 45 12 19 11727 
20 14 7 17693 10 16609 16609 16 10471 15 5 11 9027 12 30 28 22026 21 21 12638 14 0 65 22 21665 16 17693 12638 9388 40 21 3 14 3611 11 32 6 17 74 104 20 58 42 21 23470 28 19 33 14 15 14 8 3 10 12277 17 32 21 78 16 17 59 18776 32 6 23 14 3 45 11 9 4333 4333 35 17332 19 19 8305 10 7222 8 12 6 12 59 17332 37 22 20 17 51 10 19498 69 35 19 20 16 19 37 18 24 
21 5026 6 3 6 4 6883 8 35 10 19 19 13 13 8 6883 5 7772 10 7 44 65 0 3 5 6 9 11 25 5 6 10 8 11 11554 14443 17332 16 6 9326 3775 2 3 5 6 9 12 45 23 20 17 12 13721 6 7 4 4 2443 3 11 5 8 8 10 11546 16 27 77 7 19 7 32 17693 1 1 6 8 4885 5329 12638 7 5 25 9 31 31 6439 36 8 33 6701 22 7 5107 5995 5584 9 6 18 7 22 6 
22 15 9 2665 8 3109 7994 9 10436 21 18054 11546 13323 6 12 6661 4 10 39 9 14 22 3 0 2443 8 5 6 8655 8 16 11102 20 52 19 71 26 18 23 10 4 17 1 9 10 9 21 16 52 11546 17 8 69 8 12 5 6 1776 3 6 24 7994 7772 13 13545 65 24914 28 6 8 10 11 85 3 2 1 888 14 7 15887 35 13 16248 21 18 10 6883 18 3997 41 35 26 8 22 6661 28 5329 6217 20 6217 26 7 
23 13 41 10 10 3 21 10889 12657 12879 25 13323 31 7 9 11 11 12 14 10880 15 21665 5 2443 0 7 8 8 11168 12 8438 12657 11546 30 19 72 21665 21 11 22 2 8 12 28 14 39 13101 15099 15321 56 17542 37 19137 42 8655 7 4 2 6 7818 17 21 13 14 15321 18208 26 98 3 7550 9992 48 22748 6 4 3 4 9 8 68 10 14 20 14 13 45 9326 11546 6439 12213 14 29 9326 9 9 10051 7772 10 7550 9 18 10 
24 8 19 9493 5 5 22 12 19 14 9 15526 19 4188 10 61 26 16 13323 40 19859 16 6 8 7 0 4 11 8376 6701 2 13 17 20 9 7 10832 48 26 18707 10 29 13 52 58 18 26 14211 87 22 24192 5863 20 13721 10 3 3 6 22 10 13 13 19 34 18054 23470 19 19 13 3 14 16 48 5773 7 6 12 5 8 8 17 3 7583 45 11324 24 16 35 11 30 22 21 16 12285 15 12 14 13 47 54 25 15 
25 37 8216 7 6 3 12 13 13 52 19 24 17 4663 20 11 8 49 13323 11 28 17693 9 5 8 4 0 6 11 9 4885 10 20 16 25 12638 32 21 9992 17 2 6980 12 10 11 15 17 15 17 13545 16876 8 59 9770 17 5 3 12 7 32 12 11 15 12213 13767 16654 41 19859 4 19 34 20 17 16 5 18 3997 7 5551 46 6 5 25 12 11769 15 10880 13545 8216 11102 13 16 12 9548 10436 11 8882 9548 8882 10 10 10436 
26 3 5305 4 5026 3909 17 7 9 41 11193 10 12 4 4188 10 8097 10 11 7 23 12638 11 6 8 11 6 0 5 2234 25 8376 9 12 17 12 56 18 29 52 26 1954 8 15 9493 10331 10889 26 12564 21 15 4747 11 12 9 3350 7 5305 6143 2513 7 16 12 20 12 61 71 31 37 3909 5026 15 14082 5 4 6 5305 4 4 10 23 7 38 12 17 12 8 11727 6 16 5305 11 8655 7 8 5 6 13 23 9 9 8 
27 6 3 6422 5584 7818 7 5 20 7 10 7 10 4188 4188 10 10 8935 10 4 7818 9388 25 8655 11168 8376 11 5 0 1675 8097 7 3350 10 9 11915 27 10610 6980 13 41 4 10 9 13 20 8097 18 8655 28 22 5 10 2 2513 27 18 9 9 8 7 5 10 23 8376 12 16 13 13123 6 2 4 16 7 8 16 18 8 6 40 6 6 10 7 6 14 9 21 6 5 11 15 32 7 8 4188 5 20 12 13 7 8 
28 1675 4 22 4467 6143 29 6 27 9 12 6980 39 3 18 41 12 10 20 23 11 40 5 8 12 6701 9 2234 1675 0 26 13 5026 10 9 12 51 13 8 17 11 4 9 9 13 10331 39 11168 21 35 13 12 7944 4188 2 5 8 7539 7259 4 7 7 8655 9 12 15 32 13 11448 4188 3 11 14 12 22 7 8 10 4 10 21 8 7944 8 7539 8 8097 46 6 7 5 9 9 6701 29 5026 6 5863 6143 7539 13 8 
29 9 9 42 2513 5107 44 11168 20 12 7222 55 20 4188 11 16 16 16 17 39 38 21 6 16 8438 2 4885 25 8097 26 0 43 12 28 6 19 8305 26 15 19 7 16 46 17 63 18 12879 14 82 18 91 19 30 13360 10 16 4219 7 12 11 13 42 17 62 32 43 13 25 9 9 39 14 38 28 14 9 7550 4188 3071 7 2513 2513 5416 22 14 12 29 22 48 14082 10610 59 15077 16 27 11168 47 12285 15 15 16 57 
30 9 4 16 8 9 14082 9214 7944 12277 7 14 7222 9 10 22 19859 18054 17 10110 10 3 10 11102 12657 13 10 8376 7 13 43 0 4 14 5 36 33 55 32 47 46 11 21 36 24 78 18 16 23 40 15 10 4 15 16 25 12 44 69 38 14443 15 18 12 5416 10832 19 5416 27 9388 9 2 6499 9770 19 42 10880 29 30 9 7222 10110 5777 10110 49 19 15887 79 17 6 8 4 19 30 30 20 28 53 14804 20 14082 16971 
31 9 4 16 18 8882 12 6 4 9 9027 4 12 11 7539 15887 19 55 25 5777 6 14 8 20 11546 17 20 9 3350 5026 12 4 0 12 32 14 49 14 13 77 12 7818 33 18 71 19 13 12 33 6 12 12 6 13 5863 12 9548 40 29 8 21 9 11915 4 6138 42 28 9749 26 10110 3 5 11 8660 16 10 9770 7222 9 10832 38 21 11 6 7944 21 48 15526 12277 2 6 6 13 11193 22 7 11 10 11193 13 10110 16 
32 19 9 19 45 13 62 11 35 12999 7583 3611 22 17 14 90 23109 79 18 12 8 3611 11 52 30 20 16 12 10 10 28 14 12 0 9 24 10 14 23 25 13767 49 22 26 24192 43 19 14082 10471 9749 12 10 8 19 21 65 24 13 21 24 21 14082 36 5416 2889 30 20 5 15765 13 32 6 16 24 14 16 26 43 11 11 11 55 11 10 55 32 23 85 23 6860 12 1444 77 69 69 11727 16609 17 71 20 65 19137 
