set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4 5 6 7 8;
param V:= 8;
param cp:= 200;
param dm:= 2.0;
param o:=
0 0
1 10
2 7
3 13
4 19
5 26
6 3
7 5
8 9
9 16
10 16
11 12
12 19
13 23
14 20
15 8
16 19
17 2
18 12
19 17
20 9
21 11
22 18
23 29
24 3
25 6
26 17
27 16
28 16
29 9
30 21
31 27
32 23
33 11
34 14
35 8
36 5
37 8
38 16
39 31
40 9
41 5
42 5
43 7
44 18
45 16
46 1
47 27
48 36
49 30
50 13
51 10
52 9
53 14
54 18
55 2
56 6
57 7
58 18
59 28
60 3
61 13
62 19
63 10
64 9
65 20
66 25
67 25
68 36
69 6
70 5
71 15
72 25
73 9
74 8
75 18
76 13
77 14
78 3
79 23
80 6
81 26
82 16
83 11
84 7
85 41
86 35
87 26
88 9
89 15
90 3
91 1
92 2
93 22
94 27
95 20
96 11
97 12
98 10
99 9
100 17
;
param c[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100:=
0 0 5 5 6 14 7 3 6 7259 11 36 12 8 3071 11 8376 10 8376 4 10 11 5026 15 13 8 37 3 6 1675 9 11 12 25 6701 20 11448 11448 5863 47 12 12 16 6980 12 10 9 10 11 30 13 5 9 4 1117 25 10 9 26 3 6 6 6980 36 12277 51 17 11 24 7 5 8 10889 6143 7 7 8 17 21 17 6980 7 7539 7 12 13 6 11 6 6860 3 23 14 20 6 3350 8 8 6 23 5 7 
1 5 0 14 5055 14 14 17 8 11193 8 7 9 23 9 17 20 15 14 9 10110 7 10 14 66 19 13360 6860 5 5 9 4 4 9 4333 8666 11 14443 12638 40 16 8666 30 18 17693 16609 14 56 11915 20 14082 4 17 5416 8 11 12 15 17 17 23 10110 17 27 9 14 13 11 18415 8 2 3 9 48 46 12999 55 4 5 29 23 6860 20 10 10 49 12999 17 48 7 7 7222 14 24 11915 19 21 12 12 12638 11193 27 
2 5 14 0 8 4441 9 4 12999 16 13123 16 22 5107 3 9 12 5551 23 11 21 13681 3 2665 10 7550 7 4 6422 22 34 16 16 19 8660 27 15356 15 4 7106 6 3 3 11 4 21 12638 16 42 18 26 8 13 8 5 22 8 3997 1110 5 3331 17 21 15 38 56 18149 15915 7550 8 11 56 15356 11 2 3 4 6217 6883 10 9 8 12 12999 12 12 17 6883 2 12999 22 23 18 2887 3997 7 5 4 2220 3553 5 8 
3 6 5055 8 0 6 15 12 13 16248 8 10471 22 12 10 19 42 37 18776 12638 23 8 6 8 10 5 6 5026 5584 4467 2513 8 18 45 8 16 12 15356 19 29 8 8 11 65 18776 19137 18 24 54 15 15 2234 8 7818 8 4467 20 29 11 15 28 28 16971 11915 14 16 11 9 9 3 6 30 8 8 7 29 8 3 558 2513 838 2234 5 29 14804 21 65 82 55 42 8 23 17 14443 30 9493 14 13 13721 15526 18 16248 
4 14 14 4441 6 0 11 11 10214 12 36 19 16 3331 8 36 8 40 22 8882 16 10214 4 3109 3 5 3 3909 7818 6143 5107 15 14443 21 7 7994 10 18 8 11546 1998 17 3997 7 16 10 13 15 26 46 30 6 8438 10 12 2 2 2 11 21 7550 8882 11 35 20 15321 12657 15 5 4 12 14443 12 2 3 3 9 6 20 28 6217 3775 9 10658 9770 40 10 23 5995 15526 9 19 8882 7328 9 8097 27 7 8 16 8 8216 
5 7 14 9 15 11 0 2792 14 19 72 11915 14 12638 5 9 12 3972 4 4 12 16609 11193 12999 21 36 12 17 7 29 72 14082 12 62 15526 40 24 46 4 9 12 6980 51 7222 20 7 4 9 10 7944 18 13 20 6 8 15165 21 9326 8666 23 3 3 2 42 14 17 24 19498 16 15 10 15 22 12 14 14 13721 12999 58 20 65 59 17 8 3 6 2889 6 25 8666 13 16 8 7 2166 12 16 10 4694 3250 9 4333 
6 3 17 4 12 11 2792 0 6 11 47 10832 10 28 2 6143 7 6 11 6 17 12 8 9 10889 12 13 7 5 6 11168 11915 8 14 9772 26 18 10 3071 11 22 8 8 5026 8 6 11 9 8655 6980 11727 7539 10051 4 7 10 13 9214 11 4 2 2 4 13 14 54 16473 13681 17 36 8 11 13681 8 8 8 17 7 17 11727 40 17 12 11 7 8 4 6701 3 16 2 13360 5 2 2513 838 2 1 2513 3 2 3630 
7 6 8 12999 13 10214 14 6 0 4333 12999 20 22 13 9 16 16609 11 18 4 4 10471 56 16971 12657 19 13 9 20 27 20 7944 4 35 48 18 65 7222 10832 34 12 8935 22 15 19 13360 8 7 4694 10 32 19 10832 10 28 15165 22 11 14082 9 9 5777 11 3 8 9749 17693 13360 18 27 6138 13 15 15526 29 16248 17 10832 48 15 17 27 12638 2 6 8 13 12638 13 2 6 7 11193 10110 10 6422 38 33 10471 12 8666 23 
8 7259 11193 16 16248 12 19 11 4333 0 35 10 9 29 9 24 15 8 6 5 25 15 16 35 12879 22 52 41 7 9 19 12277 9 12999 31 81 82 8 11 14 12879 19 22 25 30 13 9 3 4694 3250 10 27 14804 4747 8 35 16 11769 27 10 8 3972 8 29 45 25 90 22 30 66 10 10471 24 20 30 18 36 14082 15526 18 34 17 21 2 3 4 15 36 10832 6 4747 14 11 9 7222 6143 35 7222 19 9 8 10 
9 11 8 13123 8 36 72 47 12999 35 0 11 12 8 12 17869 34 67 20942 18 11168 4 14 13960 15 7 11 8655 8 9 5584 7 9027 7583 9 6 3 18 14798 20661 10658 10610 60 18 23 17590 19137 19 15 23 13681 8 3 10 38 10 10 13 18 13 13681 21 16 22 42 15 5026 8 12435 23 16 6 2 12285 49 52 14 5 4747 3 3350 26 2 30 68 19 60 18428 13681 12 11 11 64 14 16 12006 14 51 55 15 13402 17 
10 36 7 16 10471 19 11915 10832 20 10 11 0 4 11554 13 23 40 20 18 16 5416 11 30 18776 21665 15526 38 13 9 9027 55 14 4 3611 35 16 15 10 59 21665 20220 14 39 35 21 35 12 12 10 7 10 15 6860 25 10471 59 22 19137 17332 12 17 21 58 2 3250 9 12999 8 30 12 5055 2889 10110 68 16248 35 75 9388 10110 12 13 12277 10 9 10110 25 14 17693 17 6 18 3 15526 27 17 11915 13 11915 16 58 14 31 
11 12 9 22 22 16 14 10 22 9 12 4 0 15 14 25 13 16609 15 9027 6 6980 13 13323 31 15 17 12 10 39 15 7222 12 22 9772 12844 12006 4 20 28 59 25 17 24 45 74 10832 11 3 3 12 9 8097 13 12 14 53 55 11991 15 15 45 15 4 4 3 48 17 21 12285 8666 6860 41 15 11769 16 27 10331 12 12006 11 12564 40 6499 10110 14 62 17693 16971 20 17 8 18 62 14804 42 59 14 18 15887 56 68 
12 8 23 5107 12 3331 12638 28 13 29 8 11554 15 0 6 62 32 61 32 10832 24 9 13 6 7 4188 4663 4 4188 3 4188 9 11 17 9 28 18 15 12 39 6 4 26 49 14804 20 32 18 12844 12 17 3 13 7 3630 2513 3775 6 26 4 45 24 18 14 59 15 15 21 15 2 6138 11 9214 4 16 10 21 1954 2234 6 3909 7 7 13360 14 56 26 17693 10 10471 7 27 27 43 12 8 11 12 20 49 11193 14 
13 3071 9 3 10 8 5 2 9 9 12 13 14 6 0 5863 5584 5584 8 10 42 23 8 12 9 10 20 4188 4188 18 11 13 9749 18 12 16 18 25 12 18 10 2792 12 5 26 23 30 11 11 35 14 15 12 6 3 7539 9214 7259 4 2 2513 5 5026 48 15887 17 17 14240 11727 8 8 11193 16 21 9 6 6 9 9 14 10 8 10610 29 22 6 3909 7 2 19 11 17 18 2 3 1117 1 3 1675 3071 2792 7 
14 11 17 9 19 36 9 6143 16 24 17869 23 25 62 5863 0 3331 16 10 10832 18 22 6883 6661 11 79 11 10 10 41 21 22 15887 90 20220 18707 82 18415 4 4 12 8 7 13 14 7 10471 14443 17 19 23 35 20 20 17 16609 14 11 15 7259 6 35 5055 22 27 97 28 19824 13 23 62 36 22 7 6 14 7550 33 18054 90 22 71 16473 53 11 9 5 5 5416 17 9 21303 3 5 6 22 6138 6 5055 4 7 4 
15 8376 20 12 42 8 12 7 16609 15 34 40 13 32 5584 3331 0 7 16 26 13 17032 5 4 11 20 8 8097 10 12 12 19859 19 23109 23 17032 18986 14 5 6 27 8 2665 8 1554 19 14443 74 12213 11 60 9992 31 21 9 9 8 6 1554 6 5 45 5773 77 29 18 87 24 8 10 17 18415 19 6 16 4 4 36 10 25 11 10 19 18 25 11554 4885 6439 2887 21 8 90 5 3997 5 6143 5 6 4 5 6 8 
16 10 15 5551 37 40 3972 6 11 8 67 20 16609 61 5584 16 7 0 3972 32 14443 16 7772 10 12 21 49 10 8935 10 21 18054 55 79 77 18149 77 29 7 22 12 9 8 7 7583 2 26 21 16 11554 35 16248 60 7818 32 17 24 10 20 29 4 11 2 18 37 41 43 18149 12879 22 14 32 19 8216 30 16 18 20 19 43 19498 17693 17 39 8 16 2166 9 6499 13 5863 23 2 4333 2889 4747 6 9 6 6 5 3 
17 8376 14 23 18776 22 4 11 18 6 20942 18 15 32 8 10 16 3972 0 6499 14 21 16 64 14 21665 13323 11 10 20 27 17 25 18 21 29 24192 14 6 9027 13 10 19 9388 12 7 3 26 19 9 55 16248 23 14 36 75 26 11324 13 17 7 9 4 24 15887 69 53 22 18 18 16 16 23109 32 19 18 17 32 20 27 40 18415 25 6860 4 4 9 4 10 14 12 65 5055 6499 5055 7 7222 6138 7583 7 5416 12 
18 4 9 11 12638 8882 4 6 4 5 18 16 9027 10832 10 10832 26 32 6499 0 29 12638 12 14 10880 65 11 7 4 23 64 10110 5777 12 25 34 22 38 8 17 12 28 14082 10 15 9749 5055 8 29 6 11 19 49 2 11 13721 13 10 10832 12 6 2166 12 13 10471 13 19859 19 13 16 6499 8 21 14 12 13360 14804 42 12 15165 15 12999 13360 6 2166 5 6499 19 8305 4694 4 42 15 8 12 4 23 4694 6860 6860 5 7944 
19 10 10110 21 23 16 12 17 4 25 11168 5416 6 24 42 18 13 14443 14 29 0 10 44 14 15 15356 28 23 7818 11 29 10 6 8 21 16 13 3 16 79 18 48 15 17 21 16609 10 8 7 7 3 11 11 6 40 29 27 13545 11 10889 16 19 26 4 22 4 14 10051 16654 16 18 9 47 24 14 25 13 11 46 12844 48 16 22 19 10 12 27 15526 62 19 15 8 14804 15 14 9 13360 11915 58 16 25 15165 
20 11 7 13681 8 10214 16609 12 10471 15 4 11 6980 9 23 22 17032 16 21 12638 10 0 50 17 13323 13 10880 9772 7259 31 16 3 14 3611 8 25 5 13 57 80 12 45 32 16 18149 21 19 33 11 12 11 6 2 8 9493 13 20 13 60 12 13 59 14519 32 6 18 11 2 28 9 9 4333 3350 27 13402 15 15 6422 8 5584 6 9 5 12 59 17332 28 17 15 17 39 10 15077 54 27 15 16 12 15 28 14 19 
21 5026 10 3 6 4 11193 8 56 16 14 30 13 13 8 6883 5 7772 16 12 44 50 0 3 5 6 9 11 25 5 6 16 14 18 7106 11168 13402 16 6 9326 3775 2 3 5 6 9 19 74 23 20 17 12 10610 8 7 4 4 2443 3 11 5 12 8 16 18776 16 21 59 7 19 11 52 13681 1 1 6 8 4885 5329 7772 7 5 20 14 51 51 6439 36 8 53 6701 35 7 5107 5995 5584 9 6 18 7 22 6 
22 15 14 2665 8 3109 12999 9 16971 35 13960 18776 13323 6 12 6661 4 10 64 14 14 17 3 0 2443 8 5 6 8655 8 16 18054 32 85 12 55 20 18 23 10 4 17 1 9 10 9 35 26 52 11546 17 8 54 10 12 5 6 1776 3 6 24 12999 7772 21 22026 65 19265 22 6 8 17 18 66 3 2 1 888 14 7 9770 35 13 12564 34 30 16 6883 18 3997 66 35 42 8 22 6661 28 5329 6217 20 6217 26 7 
23 13 66 10 10 3 21 10889 12657 12879 15 21665 31 7 9 11 11 12 14 10880 15 13323 5 2443 0 7 8 8 11168 12 8438 20581 18776 48 12 44 13323 21 11 22 2 8 12 28 14 39 13101 15099 15321 56 17542 37 11769 52 8655 7 4 2 6 7818 17 21 13 22 24914 18208 16 60 3 7550 16248 78 13989 6 4 3 4 9 8 42 10 14 12 14 13 45 9326 11546 6439 19859 14 48 9326 9 9 10051 7772 10 7550 9 18 10 
24 8 19 7550 5 5 36 12 19 22 7 15526 15 4188 10 79 20 21 21665 65 15356 13 6 8 7 0 4 11 8376 6701 2 13 17 20 7 6 8376 37 34 24192 10 29 10 68 75 23 43 23109 67 17 18707 5863 16 10610 10 3 3 6 18 10 16 22 24 34 18054 18149 15 14 13 3 14 16 37 5773 7 6 12 5 8 6 17 3 5863 74 18415 39 20 45 14 30 22 21 21 15887 19 12 19 17 61 69 32 20 
25 37 13360 7 6 3 12 13 13 52 11 38 17 4663 20 11 8 49 13323 11 28 10880 9 5 8 4 0 6 11 9 4885 17 33 26 15 7772 20 21 9992 17 2 6980 12 10 11 15 17 15 17 13545 16876 8 36 12285 17 5 3 12 7 32 12 11 15 19859 22387 16654 25 12213 4 19 55 32 11 16 5 18 3997 7 5551 28 6 5 16 12 11769 15 10880 13545 8216 18054 13 26 12 9548 10436 11 8882 9548 8882 10 10 10436 
26 3 6860 4 5026 3909 17 7 9 41 8655 13 12 4 4188 10 8097 10 11 7 23 9772 11 6 8 11 6 0 5 2234 25 10832 12 16 13 9 44 18 29 52 26 1954 8 15 9493 10331 10889 26 12564 21 15 4747 9 12 9 3350 7 5305 6143 2513 7 16 12 25 15 61 55 24 37 3909 6499 19 10889 5 4 6 5305 4 4 8 23 7 29 12 17 12 8 11727 6 21 5305 14 8655 7 8 5 6 13 23 9 9 8 
27 6 5 6422 5584 7818 7 5 20 7 8 9 10 4188 4188 10 10 8935 10 4 7818 7259 25 8655 11168 8376 11 5 0 1675 8097 9 4333 13 7 9214 21 10610 6980 13 41 4 10 9 13 20 8097 18 8655 28 22 5 8 2 2513 27 18 9 9 8 7 5 10 30 10832 12 13 10 13123 6 3 6 12 7 8 16 18 8 6 31 6 6 7 7 6 14 9 21 6 7 11 19 32 7 8 4188 5 20 12 13 7 8 
28 1675 5 22 4467 6143 29 6 27 9 9 9027 39 3 18 41 12 10 20 23 11 31 5 8 12 6701 9 2234 1675 0 26 17 6499 13 7 9 39 13 8 17 11 4 9 9 13 10331 39 11168 21 35 13 12 6143 4188 2 5 8 7539 7259 4 7 7 8655 12 15 15 25 10 11448 4188 4 14 11 12 22 7 8 10 4 8 21 8 6143 8 7539 8 8097 46 6 8 5 11 9 6701 29 5026 6 5863 6143 7539 13 8 
29 9 9 34 2513 5107 72 11168 20 19 5584 55 15 4188 11 21 12 21 27 64 29 16 6 16 8438 2 4885 25 8097 26 0 43 12 28 4 15 6422 20 20 25 7 16 36 23 81 24 20942 22 64 14 70 19 23 10331 10 16 4219 7 10 11 17 68 22 62 32 34 10 19 9 9 39 14 29 28 14 9 7550 4188 3071 6 2513 2513 4188 35 23 19 38 29 62 14082 10610 59 19498 21 35 11168 61 15887 20 20 21 74 
30 11 4 16 8 15 14082 11915 7944 12277 7 14 7222 9 13 22 19859 18054 17 10110 10 3 16 18054 20581 13 17 10832 9 17 43 0 4 14 5 36 33 55 32 47 75 14 21 36 24 78 18 16 23 40 15 10 4 15 21 25 19 71 69 49 14443 15 18 12 5416 10832 19 5416 44 9388 9 2 6499 15887 31 68 17693 29 30 9 7222 10110 5777 10110 49 19 15887 79 17 6 10 4 19 30 30 25 28 53 14804 20 14082 16971 
31 12 4 16 18 14443 12 8 4 9 9027 4 12 11 9749 15887 19 55 25 5777 6 14 14 32 18776 17 33 12 4333 6499 12 4 0 12 32 14 49 14 13 77 20 10110 33 18 71 19 13 12 33 6 12 12 6 13 7583 12 15526 65 29 10 21 9 11915 4 6138 42 28 9749 43 10110 3 5 11 14082 27 16 15887 7222 9 10832 38 21 11 6 7944 21 48 15526 12277 2 8 6 13 11193 22 9 11 10 11193 13 10110 16 
32 25 9 19 45 21 62 14 35 12999 7583 3611 22 17 18 90 23109 79 18 12 8 3611 18 85 48 20 26 16 13 13 28 14 12 0 9 24 10 14 23 25 22387 64 22 26 24192 43 19 14082 10471 9749 12 10 8 19 27 65 38 21 21 31 21 14082 36 5416 2889 30 20 5 25636 13 32 6 16 39 23 26 43 43 11 11 11 55 11 10 55 32 23 85 23 6860 16 1444 77 69 69 15165 16609 17 71 20 65 19137 
