set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4 5 6 7 8 9 10;
param V:= 10;
param cp:= 200;
param dm:= 2.0;
param o:=
0 0
1 10
2 30
3 10
4 10
5 10
6 20
7 20
8 20
9 10
10 10
11 10
12 20
13 30
14 10
15 40
16 40
17 20
18 20
19 10
20 10
21 20
22 20
23 10
24 10
25 40
26 10
27 10
28 20
29 10
30 10
31 20
32 30
33 40
34 20
35 10
36 10
37 20
38 30
39 20
40 10
41 10
42 20
43 10
44 10
45 10
46 30
47 10
48 10
49 10
50 10
51 10
52 10
53 20
54 40
55 10
56 30
57 40
58 30
59 10
60 20
61 10
62 20
63 50
64 10
65 10
66 10
67 10
68 10
69 10
70 30
71 20
72 10
73 10
74 50
75 20
76 10
77 10
78 20
79 10
80 10
81 30
82 20
83 10
84 20
85 30
86 10
87 20
88 30
89 10
90 10
91 10
92 20
93 40
94 10
95 30
96 10
97 30
98 20
99 10
100 20
;
param c[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100:=
0 0 6 7 6 13 7 7 6 6499 9 23 9 17 6661 11 7994 11 7328 8 10 5 3611 9 6 5 22 6 25 6138 8 9 24 22 11915 23 13721 12638 14082 59 18 22 10 5305 6 7 7 6 6 26 6 7 9 7 16248 58 16 18 51 16 16 18 6143 20 3909 23 4 4 7 7 5 13 12657 6422 15 6 6 46 46 22 11324 13 10436 14 23 22 10 10 11 9388 10 14 16 49 12 11168 21 20 14 34 9 11 
1 6 0 1 1083 1 2 4 2 2528 3 5 4 38 9 10 12 11 10 12 11554 10 8 8 30 19 9027 8305 12 11 11 11 19 20 16609 15526 20 16609 18415 38 20 14082 27 17 12638 14443 16 56 12999 30 13360 29 61 13721 28 26 19 25 24 45 38 22748 17 48 10 14 10 15 10110 17 13 25 21 55 87 11915 4 22 21 78 81 20942 74 13 10 38 8666 9 33 9 7 6860 6 19 9388 17 14 8 8 5055 5416 14 
2 7 1 0 2 1083 2 2 2166 3 2528 4 7 9027 8 19 38 10471 19 12 22 9027 10 8666 16 10110 10 9 10110 38 46 10 22 17 16971 32 19137 21 23 19498 20 15 18 56 15 61 15165 14 55 31 27 17 18 14 29 87 25 23470 19859 47 19859 47 58 13 22 58 10832 12638 10832 18 13 92 22026 58 28 14 2 20581 20942 20 23 27 19 11915 12 12 36 9027 11 7944 30 9 26 9388 9027 17 14 7 7583 4694 6 13 
3 6 1083 2 0 1 0 1 1 1444 4 2528 5 36 8 10 38 21 9027 10110 22 9 6 7 7 10 8 7222 8305 7583 9749 9 32 59 61 56 35 15165 21 22 18 14 15 51 11554 13360 13 16 48 17 12 13360 28 12638 28 20220 74 88 23 44 37 44 12999 11554 11 14 12 12 9 26 11 92 28 17 24 46 1 41 20942 19859 20581 21303 38 25 11193 13 38 38 36 33 8 15 6 11193 21 10110 10 8 9388 6499 9 8305 
4 13 1 1083 1 0 1 1 722 2 6 3 3 8666 8 38 11 39 18 9749 13 7583 14 7583 7 11 10 7583 8666 8305 10110 9 16248 17 16 14804 18 19 17 18054 16971 55 12999 13 25 14 16 15 25 58 25 14 14804 13 45 23 21 23 38 91 19137 22748 15 24 10 13721 10110 15 13 14 12 23470 25 14 25 14 6 26 85 81 20942 21665 24 12638 11554 42 11 19 9388 8666 8 8 6860 10832 11 9388 33 8 11 12 6 7583 
5 7 2 2 0 1 0 1444 1 7 9 2528 3 9388 10 13 10 10471 9 11 12 6860 6138 6860 12 16 8 14 9 30 38 8666 19 58 15165 28 19 61 17 17 18 12638 48 12277 22 16 13 14 13 13360 15 13 17 15 27 19859 36 21665 18054 87 18 43 13 45 9 13 9 10832 11 13 11 28 24 13 28 12 1083 20220 82 22 82 84 19 15 12 40 9388 9 36 8305 32 8 13 23 10832 40 36 33 9388 6499 27 8305 
6 7 4 2 1 1 1444 0 1 1 3 1805 2 30 7 8666 8 11 16 18 19 8 9 8 6499 10 9 9 11 10 9749 8666 16 15 15526 29 22 15 16971 22 33 28 13 13360 12 14 29 15 12638 14443 12999 14082 14804 15 46 24 24 23109 39 29 24 26 14 16 11 56 10832 12277 13 56 14 27 23109 16 29 14 4 22 44 20942 88 45 22 27 25 22 13 10471 10 19 11 8666 9 11 10471 10110 11 9 9027 6 6 7583 
7 6 2 2166 1 722 1 1 0 722 1444 7 7 10 9 10 8666 10 17 9 10 6499 25 6499 5777 8 8 6 32 29 11 7944 16 56 59 15 66 14443 16609 34 16 12999 15 14 12 12999 17 14 11554 53 48 26 14082 49 88 20220 37 22 18415 24 18 22026 15 12 11 12999 9749 11193 12 26 11193 47 23 13721 45 11915 2 20942 87 21 27 43 19498 13 13 12 13 10110 11 9 11 8 7222 11915 12 10471 38 35 9749 8 7222 17 
8 6499 2528 3 1444 2 7 1 722 0 1 1 1 15 8 17 8 9 9 11 36 7 7 13 5777 9 29 26 8 7 9 7944 17 14082 30 53 66 18 20 17 15887 27 16 26 24 17 55 13 11915 14082 14 27 14443 12638 23 42 24 22748 38 25 19 22748 16 51 43 28 42 15 21 55 12 24553 29 18 48 14 5 22026 22387 21 45 23 26 14 13 12 22 43 10471 10 9388 11 10 12 11193 10832 38 9027 19 8 8 10 
9 9 3 2528 4 6 9 3 1444 1 0 2 1 8 6 7583 14 33 7222 10 9027 9 9 7222 8 8 10 6860 8 9 9388 10 15887 14804 61 28 19 19 16609 17332 16248 14443 55 15 16 14443 14443 14 14 30 12999 28 30 15 94 24 25 29 25 29 19859 29 15 27 46 19 11193 26 11193 58 25 25 24 15165 97 55 3 22 23109 28 22748 94 26 28 53 12 45 11193 10832 11 10 12 35 12 12 10471 10 35 38 7 6860 9 
10 23 5 4 2528 3 2528 1805 7 1 2 0 1 7583 5 10 14 11 9 15 8666 12 10 5416 4694 6499 12 6 8 5777 30 26 18 12999 53 15 19 13 61 15526 14443 14 25 25 11 26 13 14 14 14 12 25 13360 46 22026 81 23 22026 18415 22 23 44 56 12 10832 15 10471 12 13 13 11554 24914 24192 58 24192 25 14 22748 23109 22 28 23109 23 19 13721 25 12 11554 12 22 21 10 9027 27 16 12277 11 10110 12 35 10 19 
11 9 4 7 5 3 3 2 7 1 1 1 0 8 6 9 6 7583 7 7222 32 6860 7 6499 11 8 9 6 9 26 10 7222 30 55 14082 12999 16248 15 19 20 61 28 17 17 25 56 14082 17 12 16 49 14 14443 25 26 21 78 92 19498 29 19 92 15 17 14 15 45 26 14 14443 12638 25636 98 19 24914 17 7 23109 26 22387 23 23831 87 15165 14082 14 49 12277 11915 45 22 20 10 51 12277 46 42 10 12 8305 32 36 
12 17 38 9027 36 8666 9388 30 10 15 8 7583 8 0 2 3 6 4 5 3109 5 9 29 8 7 7772 7328 13 7328 7 7772 7 14 13 21 38 24 10 11 23 10 14 47 47 11102 15 24 12 11102 14 12 12 24 12 18208 16876 15987 22 63 18 63 36 17 14 45 13 14 24 22 14 11769 25 19096 14 76 25 40 18208 18430 18 18208 75 22 12879 14 46 22 11102 11 10436 11 20 19 47 11 12 11 11 20 38 8376 9 
13 6661 9 8 8 8 10 7 9 8 6 5 6 2 0 2220 1110 2220 1 3 7 12 11 10 4 6 10 4441 5107 18 6 4 9104 9 10 9 12 15 36 18 9 10214 20 12 36 41 40 11 9 40 9 19 11 10 18 15099 13989 15987 15 18 13767 18 11769 43 9770 13 10 10436 9548 11 10 18874 20 48 37 11 9 22 19 21 18 18 16431 50 47 12 10658 11 13 20 39 10 36 13 12 12006 11 13 10889 10051 9214 19 
14 11 10 19 10 38 13 8666 10 17 7583 10 9 3 2220 0 1110 2 3 2665 2 10 7328 7328 8 31 7 7 7 27 8 7 11324 41 10436 9326 46 9548 11 12 12 12 15 48 45 49 12213 11769 11 15 12 24 15 22 36 17098 20 23 64 17986 18 72 13545 16 15 53 14 12213 13 16 49 40 22 14 20 26 10832 37 18874 73 21 77 17764 53 14 15 13 12 11546 12 14 10658 10 14 15 48 11168 11 10610 11 12 12 
15 7994 12 38 38 11 10 8 8666 8 14 14 6 6 1110 1110 0 1 1 3 1 6883 7 8 12 13 6 5551 6 7 7 5551 11 9104 18 8216 10436 8 12 10 36 14 11102 44 10214 45 11102 44 10214 11 40 10658 22 20 22 18 15 19 15099 17 15 68 12879 48 14 14 43 14 11 14 13 19984 19 16 77 14 10 74 19 36 18 21 22 15 25 11991 11546 11546 11324 14 11 42 11 13123 14 12564 13 12 11 12 11 20 
16 11 11 10471 21 39 10471 11 10 9 33 11 7583 4 2220 2 1 0 2220 10 1554 8 7550 9 8 8 29 7 7328 7 8 6661 44 41 41 9104 46 19 21 44 11 14 14 15 11324 14 49 24 14 12213 22 11769 49 11102 74 17 32 18 64 73 18 36 17 16 24 27 24 12435 11546 17 12 41 20 14211 80 26 23 24 21 37 19096 19540 20 55 17 50 11991 48 11991 11 11102 14 13 13123 12564 12564 13 22 12 22 12 10 
17 7328 10 19 9027 18 9 16 17 9 7222 9 7 5 1 3 1 2220 0 666 1 7 6 22 5 5551 5329 5 6 9 7 4 18 8 9 9 9326 9 8 8660 8 11 13 9992 9 12 11 39 18 11 36 9548 12 18 66 61 28 16209 16 32 16 32 15 23 10436 48 20 11 12 12 13 22 19096 25 24 13 10 36 20 22 36 18430 22 13323 13 24 23 12 13 14 21 41 9770 13960 13402 16 12285 11727 12006 14 10331 21 
18 8 12 12 10110 9749 11 18 9 11 10 15 7222 3109 3 2665 3 10 666 0 4 6439 6 6 5107 23 6 5 5 19 22 4441 8882 8 16 13 11 28 9 11 8 44 10436 10 11 10658 10436 11 37 13 9 20 41 11 33 15543 18 16 14433 32 14 15987 25 24 10880 12 10658 14 10 15 11102 20 25 14 20 12213 11193 75 19 18430 21 19096 17764 28 13323 16 12213 24 11769 11546 22 44 21 18 28 16 52 12564 12844 12006 11 11448 
19 10 11554 22 22 13 12 19 10 36 9027 8666 32 5 7 2 1 1554 1 4 0 9 28 7 6 6883 13 12 6439 6 13 6 10 10 18 9 10 8 10 37 11 47 13 11 11 11546 14 14 42 45 11 12 12 11 71 33 31 17542 15 17320 19 34 27 14 47 15 11 12213 11324 16 24 23 81 28 25 26 12 19 78 18874 77 25 37 58 17 15 25 12435 49 47 23 14 10880 16 16 14 13123 12564 50 13 22 11168 
20 5 10 9027 9 7583 6860 8 6499 7 9 12 6860 9 12 10 6883 8 7 6439 9 0 3 1 1805 2 1805 2528 2528 12 7 4 18 7944 17 32 10 10 42 45 11 22 10 5 4188 7 6 10 4 7 4 6 6 4 16971 19 27 18 52 18 13 65 7818 28 6 15 11 6 11 8 7 15099 14655 17 14433 8 8 13545 17 13101 15 15 16 16 61 14443 28 13 14 26 48 22 11193 56 27 16 15 12 14 21 12 15 
21 3611 8 10 6 14 6138 9 25 7 9 10 7 29 11 7328 7 7550 6 6 28 3 0 1 1 2 4 7 10 3 4 4 10 8 9027 8305 10832 11 12 11554 10832 7 6 6 5 8 8 22 9 12 6 11 6143 5 35 17 14 17332 14 68 13 19 9 7 6422 9 7 27 7 29 7 60 14877 11 16 31 27 13767 13767 13323 14 15 25 16 61 58 13721 52 25 51 11915 22 11 13681 13402 12844 23 13 49 13 41 11 
22 9 8 8666 7 7583 6860 8 6499 13 7222 5416 6499 8 10 7328 8 9 22 6 7 1 1 0 1083 1 1 1 1805 2 6 2889 17 30 10 30 13 11 40 12 13 26 6 11 9 8 12 7 19 6143 5 6 25 5 35 16 18 17332 14 22 55 16971 8655 8 6980 32 6422 9 8 8 8 17 61 18 17 9 7583 28 14 13767 55 28 13101 34 32 17 14443 27 13360 53 51 23 13 57 13681 52 12285 11727 50 10331 42 13 
23 6 30 16 7 7 12 6499 5777 5777 8 4694 11 7 4 8 12 8 5 5107 6 1805 1 1083 0 2 3 1 1805 2 3250 2889 9388 17 10 32 10832 11 14 22 10 8 27 26 11 28 6980 6422 5584 28 5584 26 6980 22 18776 21 15 18 16 18054 30 36 12 8 7259 8935 7 30 8 8376 7259 63 15321 20 17 11 14 16 14 56 14 28 15 19 18 61 14443 13721 13360 13360 16 23 11554 15 13 12564 11727 12 12006 10 20 12 
24 5 19 10110 10 11 16 10 8 9 8 6499 8 7772 6 31 13 8 5551 23 6883 2 2 1 2 0 1 4 722 1805 2 3 9 8 9 6 9027 14 18 9388 18 25 7 21 19 7 11 5026 17 6 4188 5026 11 4188 22 17 17 17 27 21 13 21 11 16 7259 8376 9 9 13 9 9 20 63 9493 19 9 18 16 29 18 58 18 13545 72 16971 32 18 30 14 30 27 16 14 15077 16 16 16 14 55 46 23 14 
25 22 9027 10 8 10 8 9 8 29 10 12 9 7328 10 7 6 29 5329 6 13 1805 4 1 3 1 0 1 1 1 1805 2 16 9 14 6499 19 9 9027 12 9 6701 12 7 6 8 8 6 5 6143 4747 6 25 4747 36 32 58 71 14 69 18 17 12 8376 7539 8655 14 7539 9 32 29 32 16 39 16 36 8305 19 14655 58 14 16 28 18 16971 20 15526 14804 14443 14443 15 16 14 14798 14240 14 12844 12285 13402 11 11 12285 
26 6 8305 9 7222 7583 14 9 6 26 6860 6 6 13 4441 7 5551 7 5 5 12 2528 7 1 1 4 1 0 1 722 10 1805 11 8 16 7 40 10 39 42 38 7259 9 13 5863 6980 6980 13 5584 14 6 6422 8 11 77 17332 19 18776 15165 18415 17 36 12 18 8 37 30 16 29 8935 7818 33 15987 13 16 12 7944 19 15 15 59 30 56 23 34 20 16 14804 16 29 13721 13 12638 16 16 13 14 24 51 13 14 12 
27 25 12 10110 8305 8666 9 11 32 8 8 8 9 7328 5107 7 6 7328 6 5 6439 2528 10 1805 1805 722 1 1 0 1083 1083 2 7583 8 9 5777 17 6860 8666 9 35 7 7 7 7 13 6422 12 5026 25 9 7 8 5 18415 66 30 18 16 35 18 17 12 35 8097 9 8 8 7259 9 8 17 20 10 20 19 18 31 19 60 15 15 16 21 18 34 20 31 15 19 58 27 53 17 18 14240 13 51 27 23 15 14 
28 6138 11 38 7583 8305 30 10 29 7 9 5777 26 7 18 27 7 7 9 19 6 12 3 2 2 1805 1 722 1083 0 7 2 8305 8 9 7 38 7 10 12 11 8 8 8 8 7259 28 6701 12 28 6 26 6980 5584 24 17 18 18776 15526 23 17 18 10051 12 10 11 16 9 7818 9214 8 34 18 22 65 10 9 61 17 17 60 30 14433 21 17693 17 16248 62 15 17 18 13 13 14798 57 13681 13 12285 13123 11168 22 12 
29 8 11 46 9749 10110 38 9749 11 9 9388 30 10 7772 6 8 7 8 7 22 13 7 4 6 3250 2 1805 10 1083 7 0 7 6 10 6 19 7583 6 8 8 8 14 26 8 21 7 6143 6 20 6 19 20 22 4188 23 65 14804 18 14 22 14 68 11 37 17 19 8 17 9 36 32 21 68 42 33 13 10471 15765 15543 31 15321 15321 14655 40 23 18 35 21 65 16609 15526 58 14804 20 32 15356 57 13960 18 14 16 55 
30 9 11 10 9 9 8666 8666 7944 7944 10 26 7222 7 4 7 5551 6661 4 4441 6 4 4 2889 2889 3 2 1805 2 2 7 0 8 26 7 22 36 26 17 18 32 9 8 15 7 30 9 8 12 29 7 13 8 11 40 36 20 77 64 77 15526 23 12 20 9214 10331 17 9214 17 9772 18 19 17098 11448 34 42 9388 64 64 17 15765 15765 15099 19859 75 23 17332 66 18 18 16 16 16 31 30 29 27 52 13960 15 12006 12844 
31 24 19 22 32 16248 19 16 16 17 15887 18 30 14 9104 11324 11 44 18 8882 10 18 10 17 9388 9 16 11 7583 8305 6 8 0 4 7 4 7 5 4 16 6 9027 18 10 33 10 9 8 29 6 7 12 5 22 16248 14 13360 61 26 16 25 16 14443 16 14443 55 27 13360 27 12638 13 61 31 15526 59 17 16609 28886 31 28164 111 54 34 25 23470 46 91 21303 20942 24 26 21 20 20941 41 20 21 21 19545 19 17590 23 
32 22 20 17 59 17 58 15 56 14082 14804 12999 55 13 9 41 9104 41 8 8 10 7944 8 30 17 8 9 8 8 8 10 26 4 0 1 4 3 3 4 4 3972 38 9 11 8305 17 10 7583 7222 7222 7 7 8 11 35 62 29 17 14 32 17 15526 30 14443 14443 56 27 13 13360 13 51 38 61 32 37 19 31 116 28 28 28 110 34 24 91 45 28 82 26 20942 25 18776 77 80 79 19265 18149 20 75 18 67 17590 
